date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/10/2015 00:13,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About half,4,1,3,2,1,3,1,1,1,1,1,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In about two-third of my papers,In about two-third of my papers,Never,Never,Never,Never,Never,Most of the time,Never,Never
11/10/2015 00:21,35 - 45,India,Ireland,Yes,Europe,Male,Single,Masters,University,More than 10 years,Lecturer,About two-third,4,1,3,4,1,1,1,2,1,4,4,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 00:22,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,4,2,3,4,2,2,2,2,2,4,2,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 00:26,46 - 55,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,All papers,3,2,2,2,1,2,2,3,1,4,2,1,Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 01:06,35 - 45,United Kingdom,Malaysia,Yes,Asia,Male,Married,Masters,University,1 - 5 years,Professor,About two-third,4,2,3,3,2,2,2,2,1,1,2,2,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Important,Important,Important,Very Important,In all my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never
11/10/2015 01:09,46 - 55,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,Very few,4,1,4,4,4,4,4,1,1,2,2,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In about one-third of my papers,In none of my papers,In about two-third of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 01:10,46 - 55,Italy,United Kingdom,Yes,Europe,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,2,3,3,3,2,2,3,2,2,3,2,Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Important,Important,Not Important,Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes
11/10/2015 01:14,35 - 45,Spain,USA,Yes,North America,Male,Married,Masters,University,1 - 5 years,Associate Professor,About two-third,,1,2,3,1,2,3,,1,1,1,1,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Slightly Important,Slightly Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/10/2015 01:18,46 - 55,Spain,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,1,3,2,1,1,3,3,1,1,1,4,Very Important,Not Important,Important,Important,Very Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/10/2015 01:21,46 - 55,United Kingdom,United Kingdom,No,Europe,Male,Married,Masters,University,6 - 10 years,Professor,Almost all papers,4,3,3,4,1,2,4,4,3,2,4,4,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never
11/10/2015 01:25,35 - 45,Portugal,USA,Yes,North America,Male,Single,Masters,University,6 - 10 years,Assistant Professor,Very few,4,3,3,2,1,1,1,1,2,1,1,1,Not Important,Very Important,Slightly Important,Not Important,Not Important,Important,Not Important,Slightly Important,Very Important,Important,Important,Important,Important,Slightly Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes
11/10/2015 01:26,less than 35,Iran,Iran,No,Asia,Female,Single,Masters,University,1 - 5 years,Senior Lecturer,All papers,4,4,2,3,3,3,3,4,2,3,4,3,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,In almost all my papers,In none of my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes
11/10/2015 01:31,35 - 45,Netherlands,Netherlands,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,1,3,3,2,3,3,2,1,1,3,3,Very Important,Not Important,Slightly Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes
11/10/2015 01:37,46 - 55,Sweden,Sweden,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,4,3,3,3,1,2,1,3,2,2,Important,Important,Very Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/10/2015 01:37,46 - 55,Sweden,Sweden,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,4,3,3,3,1,2,1,3,2,2,Important,Important,Very Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/10/2015 01:55,46 - 55,Australia,Australia,No,Oceania,Female,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,1,2,4,3,3,2,3,2,2,2,2,Very Important,Slightly Important,Very Important,Very Important,Important,Slightly Important,Important,Important,Important,Important,Very Important,Important,Important,Very Important,In very few of my papers,In almost all my papers,In very few of my papers,Never,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/10/2015 01:56,46 - 55,Italy,Italy,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Very few,3,3,2,3,2,3,3,3,2,2,3,3,Important,Important,Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 02:07,35 - 45,Canada,Canada,No,North America,Male,Single,Masters,University,6 - 10 years,Associate Professor,About half,3,3,2,3,2,2,3,3,2,1,1,2,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Sometimes,Never
11/10/2015 02:17,less than 35,Iran,USA,Yes,North America,Female,Single,Masters,University,1 - 5 years,Assistant Professor,About two-third,2,4,4,3,2,3,3,3,4,2,2,3,Very Important,Not Important,Very Important,Very Important,Very Important,Not Important,Not Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Most of the time,Most of the time,Never,Sometimes,Never
11/10/2015 02:18,less than 35,USA,UAE,Yes,Asia,Female,Married,Masters,University,1 - 5 years,Assistant Professor,Very few,4,3,3,4,1,2,2,3,1,3,4,4,Slightly Important,Not Important,Very Important,Important,Very Important,Very Important,Slightly Important,Important,Not Important,Very Important,Slightly Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Most of the time,Never,Most of the time,Sometimes,Never,Sometimes,Never
11/10/2015 02:29,56 and above,Norway,Norway,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,2,4,4,3,3,1,3,1,1,2,3,Very Important,Not Important,Slightly Important,Very Important,Very Important,Important,Very Important,Very Important,Not Important,Slightly Important,Important,Very Important,Important,Very Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/10/2015 02:34,46 - 55,Japan,Japan,No,Asia,Male,Married,Masters,University,6 - 10 years,Professor,About one-third,4,4,4,4,2,4,4,3,1,2,2,2,Important,Very Important,Important,Slightly Important,Important,Important,Not Important,Very Important,Important,Important,Very Important,Important,Slightly Important,Very Important,In none of my papers,In about half of my papers,In about half of my papers,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always
11/10/2015 02:56,less than 35,Mexico,Mexico,No,North America,Male,Single,Other,Other,1 - 5 years,Other,None. All have been solo written,3,2,1,4,2,3,3,1,1,3,2,3,Very Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Not Important,Important,Very Important,Slightly Important,Important,Very Important,In none of my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Never,Never
11/10/2015 02:56,46 - 55,France,Saudi Arabia,Yes,Asia,Male,Married,Masters,University,1 - 5 years,Professor,Almost all papers,3,4,3,3,2,2,2,4,3,3,3,3,Slightly Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Important,Important,In almost all my papers,In very few of my papers,In very few of my papers,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Never
11/10/2015 02:58,35 - 45,Germany,Germany,No,Europe,Female,Married,Masters,University,1 - 5 years,Assistant Professor,About two-third,3,1,3,4,2,4,4,3,1,2,1,2,Very Important,Slightly Important,Slightly Important,Very Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes
11/10/2015 03:01,46 - 55,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,3,3,4,4,4,3,2,4,3,3,4,4,Important,Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In about two-third of my papers,In about two-third of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 03:04,35 - 45,Japan,Japan,No,Asia,Male,Single,Masters,University,6 - 10 years,Lecturer,About two-third,2,3,3,3,3,4,2,2,3,2,1,2,Slightly Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,Very Important,Important,Important,In almost all my papers,In very few of my papers,In very few of my papers,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/10/2015 03:13,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,1,2,3,2,1,1,1,1,2,2,2,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/10/2015 03:21,less than 35,Italy,Italy,No,Europe,Female,Other,Masters,University,1 - 5 years,Lecturer,All papers,4,4,4,4,4,3,4,3,3,3,3,4,Very Important,Slightly Important,Important,Very Important,Very Important,Important,Very Important,Slightly Important,Important,Important,Important,Very Important,Very Important,Important,In almost all my papers,In none of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Never,Never,Never
